#DATE,Year,PRCP,TMAX,TMIN,,
1911,4033,0,42,26,,
1911,4034,0,29,21,,
1911,4035,0.13,24,19,,
1911,4036,0,32,0,,
1911,4037,0,30,15,,
1911,4038,0.03,40,27,,
1911,4039,0.18,47,27,,
1911,4040,0,27,20,,
1911,4041,0,33,4,,
1911,4042,0,42,11,,
1911,4043,0.36,42,27,,
1911,4044,0.03,54,38,,
1911,4045,0.68,56,51,,
1911,4046,0,56,30,,
1911,4047,0.58,57,36,,
1911,4048,0,55,25,,
1911,4049,0,35,20,,
1911,4050,0,48,27,,
1911,4051,0,60,30,,
1911,4052,0.32,40,30,,
1911,4053,0,38,32,,
1911,4054,0.33,35,23,,
1911,4055,0.03,39,26,,
1911,4056,0,37,22,,
1911,4057,0,35,26,,
1911,4058,0,41,19,,
1911,4059,0,33,14,,
1911,4060,0,42,14,,
1911,4061,0,38,30,,
1911,4062,0.04,45,36,,
1911,4063,0.18,61,42,,
1911,4064,0,52,39,,
1911,4065,0.06,56,35,,
1911,4066,0,68,53,,
1911,4067,0.15,66,35,,
1911,4068,0.11,35,28,,
1911,4069,0.1,28,19,,
1911,4070,0,23,4,,
1911,4071,0,32,15,,
1911,4072,0,38,13,,
1911,4073,0,44,26,,
1911,4074,0,51,23,,
1911,4075,0.02,53,40,,
1911,4076,0,49,32,,
1911,4077,0,38,26,,
1911,4078,0,40,24,,
1911,4079,0,43,30,,
1911,4080,0,52,31,,
1911,4081,0,43,27,,
1911,4082,0.25,44,18,,
1911,4083,0.05,45,36,,
1911,4084,0.93,37,30,,
1911,4085,0,37,24,,
1911,4086,0,61,29,,
1911,4087,0,60,31,,
1911,4088,0,65,34,,
1911,4089,0.08,64,40,,
1911,4090,0,52,31,,
1911,4091,0,55,25,,
1911,4092,0,42,16,,
1911,4093,0,30,10,,
1911,4094,0,53,18,,
1911,4095,0.52,51,32,,
1911,4096,0.05,57,28,,
1911,4097,0,59,29,,
1911,4098,0,70,27,,
1911,4099,0.09,56,39,,
1911,4100,0,43,25,,
1911,4101,0,45,16,,
1911,4102,0,65,25,,
1911,4103,0.49,55,43,,
1911,4104,0.14,52,29,,
1911,4105,0.1,47,27,,
1911,4106,0.25,45,34,,
1911,4107,0.06,40,31,,
1911,4108,0,40,28,,
1911,4109,0,38,25,,
1911,4110,0.24,43,20,,
1911,4111,0.39,36,31,,
1911,4112,0.07,62,35,,
1911,4113,0.29,61,44,,
1911,4114,0,78,41,,
1911,4115,0,52,32,,
1911,4116,0.07,44,32,,
1911,4117,0,52,29,,
1911,4118,0,57,27,,
1911,4119,0.44,63,34,,
1911,4120,0.07,65,46,,
1911,4121,0.38,59,50,,
1911,4122,0.24,60,43,,
1911,4123,0,56,38,,
1911,4124,0,55,29,,
1911,4125,0,61,31,,
1911,4126,0,63,34,,
1911,4127,0.77,60,50,,
1911,4128,0,61,46,,
1911,4129,0.12,59,36,,
1911,4130,0,53,32,,
1911,4131,0,53,29,,
1911,4132,0,59,28,,
1911,4133,0,64,30,,
1911,4134,0,72,34,,
1911,4135,0,70,41,,
1911,4136,0.44,62,52,,
1911,4137,0.18,74,57,,
1911,4138,0.54,76,58,,
1911,4139,0.61,67,47,,
1911,4140,0,48,34,,
1911,4141,0,55,33,,
1911,4142,0,60,32,,
1911,4143,0,63,31,,
1911,4144,0,69,33,,
1911,4145,0,76,36,,
1911,4146,0,77,39,,
1911,4147,0.08,79,55,,
1911,4148,0,85,53,,
1911,4149,0.12,82,61,,
1911,4150,0,79,58,,
1911,4151,0,74,50,,
1911,4152,0,78,40,,
1911,4153,0,85,41,,
1911,4154,0,87,57,,
1911,4155,0,89,55,,
1911,4156,0,92,57,,
1911,4157,0,92,60,,
1911,4158,0,87,64,,
1911,4159,0,87,62,,
1911,4160,0.2,82,62,,
1911,4161,0,83,62,,
1911,4162,0,80,49,,
1911,4163,0,91,55,,
1911,4164,0,92,55,,
1911,4165,0,98,55,,
1911,4166,0.67,96,60,,
1911,4167,0,83,63,,
1911,4168,0.12,76,60,,
1911,4169,0.32,79,58,,
1911,4170,0,78,49,,
1911,4171,0,81,52,,
1911,4172,1.24,79,58,,
1911,4173,0.43,92,65,,
1911,4174,0.05,88,64,,
1911,4175,0,86,60,,
1911,4176,0,80,63,,
1911,4177,0,75,54,,
1911,4178,0,89,55,,
1911,4179,0,96,61,,
1911,4180,0,88,67,,
1911,4181,0,75,58,,
1911,4182,0,74,59,,
1911,4183,0.2,71,44,,
1911,4184,0,78,47,,
1911,4185,0.24,71,53,,
1911,4186,0.24,81,58,,
1911,4187,0,76,62,,
1911,4188,0,82,55,,
1911,4189,0,88,54,,
1911,4190,0,90,57,,
1911,4191,0,93,55,,
1911,4192,0,92,57,,
1911,4193,0.78,84,69,,
1911,4194,0.11,83,70,,
1911,4195,0.23,81,69,,
1911,4196,1.21,83,66,,
1911,4197,0,78,57,,
1911,4198,0,82,53,,
1911,4199,0,86,56,,
1911,4200,0,91,59,,
1911,4201,0,98,66,,
1911,4202,0,98,65,,
1911,4203,0,100,66,,
1911,4204,0,97,63,,
1911,4205,0,92,66,,
1911,4206,0,87,67,,
1911,4207,0,93,66,,
1911,4208,0,90,68,,
1911,4209,0.03,91,67,,
1911,4210,0,91,69,,
1911,4211,0,89,61,,
1911,4212,0,81,52,,
1911,4213,0,88,52,,
1911,4214,0,90,54,,
1911,4215,0.02,76,59,,
1911,4216,0,77,51,,
1911,4217,0,83,47,,
1911,4218,0,80,60,,
1911,4219,0,88,58,,
1911,4220,0,89,59,,
1911,4221,0,83,44,,
1911,4222,0.4,82,50,,
1911,4223,0.02,78,56,,
1911,4224,0.12,72,47,,
1911,4225,0,74,47,,
1911,4226,0,81,45,,
1911,4227,0,86,48,,
1911,4228,0.07,77,63,,
1911,4229,0,86,64,,
1911,4230,0,91,57,,
1911,4231,0.07,83,68,,
1911,4232,0.1,83,67,,
1911,4233,0.15,85,64,,
1911,4234,0.18,87,61,,
1911,4235,2.38,85,63,,
1911,4236,0,92,62,,
1911,4237,0,90,64,,
1911,4238,0,90,62,,
1911,4239,0,93,55,,
1911,4240,0,98,60,,
1911,4241,0,87,64,,
1911,4242,0,90,65,,
1911,4243,0.1,88,69,,
1911,4244,0.27,90,65,,
1911,4245,0.12,85,70,,
1911,4246,0,91,58,,
1911,4247,0.12,91,62,,
1911,4248,0,83,59,,
1911,4249,0,76,49,,
1911,4250,0,78,46,,
1911,4251,0,84,48,,
1911,4252,0,86,50,,
1911,4253,0.04,78,61,,
1911,4254,0.36,70,61,,
1911,4255,0.47,70,61,,
1911,4256,0,73,55,,
1911,4257,0,85,63,,
1911,4258,0.08,78,61,,
1911,4259,0,70,50,,
1911,4260,0,73,51,,
1911,4261,0,81,54,,
1911,4262,0,89,52,,
1911,4263,0,89,56,,
1911,4264,0,81,63,,
1911,4265,0,83,56,,
1911,4266,0.8,79,66,,
1911,4267,0,77,60,,
1911,4268,0,84,60,,
1911,4269,0.2,85,61,,
1911,4270,0,83,62,,
1911,4271,0.37,83,62,,
1911,4272,0,85,65,,
1911,4273,0,78,64,,
1911,4274,0,70,53,,
1911,4275,0.38,67,50,,
1911,4276,0.37,76,64,,
1911,4277,0.42,84,63,,
1911,4278,0,82,54,,
1911,4279,0.08,88,65,,
1911,4280,0,79,63,,
1911,4281,0,74,50,,
1911,4282,0.01,74,55,,
1911,4283,0,71,54,,
1911,4284,0,82,49,,
1911,4285,0,80,52,,
1911,4286,0,77,59,,
1911,4287,0,72,60,,
1911,4288,0.13,82,53,,
1911,4289,0.19,71,61,,
1911,4290,0.03,74,61,,
1911,4291,0,68,43,,
1911,4292,0.38,75,55,,
1911,4293,0.32,68,56,,
1911,4294,0,75,52,,
1911,4295,0,74,64,,
1911,4296,0,64,40,,
1911,4297,0.91,84,48,,
1911,4298,1.39,79,49,,
1911,4299,0,58,43,,
1911,4300,0,60,44,,
1911,4301,0.14,68,54,,
1911,4302,0,70,45,,
1911,4303,0,66,40,,
1911,4304,0,58,38,,
1911,4305,0.19,65,39,,
1911,4306,0,67,46,,
1911,4307,0.26,79,50,,
1911,4308,0.62,68,55,,
1911,4309,0,66,41,,
1911,4310,0,66,38,,
1911,4311,0,69,41,,
1911,4312,0.14,61,49,,
1911,4313,0.18,54,40,,
1911,4314,0,51,32,,
1911,4315,0,55,27,,
1911,4316,0,61,32,,
1911,4317,0,59,34,,
1911,4318,0,51,38,,
1911,4319,0,45,28,,
1911,4320,0,51,25,,
1911,4321,0.44,48,33,,
1911,4322,0.06,51,46,,
1911,4323,0,49,37,,
1911,4324,0,41,25,,
1911,4325,0,40,17,,
1911,4326,0,45,31,,
1911,4327,0.08,52,38,,
1911,4328,0.32,62,45,,
1911,4329,0,56,41,,
1911,4330,0,47,30,,
1911,4331,0,52,30,,
1911,4332,0,66,48,,
1911,4333,0,68,57,,
1911,4334,0.54,68,16,,
1911,4335,0,24,11,,
1911,4336,0.02,33,17,,
1911,4337,0,45,23,,
1911,4338,0,38,19,,
1911,4339,0.76,57,32,,
1911,4340,0,57,30,,
1911,4341,0,38,24,,
1911,4342,0,40,30,,
1911,4343,0,35,29,,
1911,4344,0,39,20,,
1911,4345,0.61,40,31,,
1911,4346,0.01,35,25,,
1911,4347,0,36,22,,
1911,4348,0,48,31,,
1911,4349,0.1,47,31,,
1911,4350,0.16,48,31,,
1911,4351,0.02,31,21,,
1911,4352,0,35,16,,
1911,4353,0.01,39,25,,
1911,4354,0,35,27,,
1911,4355,0.05,38,28,,
1911,4356,0,32,10,,
1911,4357,0,42,18,,
1911,4358,0,51,19,,
1911,4359,0,51,23,,
1911,4360,0,59,32,,
1911,4361,0.41,56,44,,
1911,4362,0.08,61,48,,
1911,4363,0.71,60,49,,
1911,4364,0.33,49,40,,
1911,4365,0,40,30,,
1911,4366,0.29,35,30,,
1911,4367,0,37,33,,
1911,4368,0.08,47,35,,
1911,4369,0,36,31,,
1911,4370,0,34,25,,
1911,4371,0,36,22,,
1911,4372,0.1,37,25,,
1911,4373,0.01,47,34,,
1911,4374,0.06,46,35,,
1911,4375,0,44,30,,
1911,4376,0.09,38,31,,
1911,4377,0,40,30,,
1911,4378,0.26,47,36,,
1911,4379,0,52,25,,
1911,4380,0,26,12,,
1911,4381,0,35,13,,
1911,4382,0.56,39,32,,
1911,4383,0.03,48,25,,
1912,4384,0,31,18,,
1912,4385,0,34,17,,
1912,4386,0,28,15,,
1912,4387,0,26,7,,
1912,4388,0,7,-2,,
1912,4389,0.09,5,-4,,
1912,4390,0,5,-15,,
1912,4391,0.09,26,-6,,
1912,4392,0,17,-2,,
1912,4393,0,16,-2,,
1912,4394,0.26,12,-1,,
1912,4395,0,8,3,,
1912,4396,0,8,-25,,
1912,4397,0.02,25,-7,,
1912,4398,0,23,-2,,
1912,4399,0,11,-12,,
1912,4400,0.15,36,8,,
1912,4401,1.07,42,36,,
1912,4402,0,40,12,,
1912,4403,0,30,0,,
1912,4404,0,30,12,,
1912,4405,0.03,41,25,,
1912,4406,0,40,33,,
1912,4407,0,37,23,,
1912,4408,0,28,14,,
1912,4409,0,31,24,,
1912,4410,0,32,23,,
1912,4411,0.25,32,19,,
1912,4412,0.14,39,25,,
1912,4413,0.01,25,18,,
1912,4414,0.01,30,16,,
1912,4415,0.03,30,20,,
1912,4416,0,23,9,,
1912,4417,0.07,12,0,,
1912,4418,0,8,-10,,
1912,4419,0.01,12,1,,
1912,4420,0,20,-8,,
1912,4421,0,25,8,,
1912,4422,0,24,1,,
1912,4423,0,11,-11,,
1912,4424,0,10,-10,,
1912,4425,0.02,29,-7,,
1912,4426,0,27,12,,
1912,4427,0,27,-5,,
1912,4428,0,37,17,,
1912,4429,0,41,20,,
1912,4430,0,44,21,,
1912,4431,0,51,22,,
1912,4432,0,50,29,,
1912,4433,0.18,42,32,,
1912,4434,0.27,37,25,,
1912,4435,0.28,34,22,,
1912,4436,0,22,15,,
1912,4437,0,40,10,,
1912,4438,0,43,23,,
1912,4439,0.35,41,33,,
1912,4440,0.09,50,32,,
1912,4441,0,39,19,,
1912,4442,0,35,22,,
1912,4443,0,27,19,,
1912,4444,0,22,10,,
1912,4445,0,24,9,,
1912,4446,0.03,22,12,,
1912,4447,0,28,17,,
1912,4448,0,27,11,,
1912,4449,0,37,10,,
1912,4450,0.1,41,21,,
1912,4451,0.04,38,34,,
1912,4452,0,34,19,,
1912,4453,0,34,15,,
1912,4454,0.21,34,26,,
1912,4455,0.12,36,32,,
1912,4456,0,37,24,,
1912,4457,0.72,42,26,,
1912,4458,0.12,40,28,,
1912,4459,0,38,23,,
1912,4460,0,59,28,,
1912,4461,0,53,30,,
1912,4462,0.08,65,32,,
1912,4463,1.02,51,30,,
1912,4464,0.37,35,25,,
1912,4465,0,31,22,,
1912,4466,0.48,39,24,,
1912,4467,0.47,36,25,,
1912,4468,0,36,1,,
1912,4469,0,49,20,,
1912,4470,0.07,43,28,,
1912,4471,0.37,49,35,,
1912,4472,0.7,48,35,,
1912,4473,0,53,30,,
1912,4474,0,73,32,,
1912,4475,0.38,64,40,,
1912,4476,0.6,56,31,,
1912,4477,0,45,20,,
1912,4478,0,69,28,,
1912,4479,0,74,49,,
1912,4480,0.18,75,51,,
1912,4481,0.13,66,37,,
1912,4482,0,57,25,,
1912,4483,0.02,68,36,,
1912,4484,0.02,65,47,,
1912,4485,0,73,35,,
1912,4486,0.08,82,42,,
1912,4487,0.24,67,59,,
1912,4488,0.77,77,56,,
1912,4489,0,80,58,,
1912,4490,0,69,45,,
1912,4491,0.81,60,41,,
1912,4492,0,49,36,,
1912,4493,0,55,30,,
1912,4494,0,64,43,,
1912,4495,0.03,69,42,,
1912,4496,0.05,64,43,,
1912,4497,0,60,31,,
1912,4498,0.05,67,31,,
1912,4499,0,67,34,,
1912,4500,0.7,61,53,,
1912,4501,0,63,48,,
1912,4502,0.42,56,40,,
1912,4503,0.53,70,46,,
1912,4504,0,57,42,,
1912,4505,0,71,46,,
1912,4506,0,78,54,,
1912,4507,0,79,55,,
1912,4508,0,82,53,,
1912,4509,0.13,78,58,,
1912,4510,0,72,55,,
1912,4511,0.15,49,54,,
1912,4512,0.09,72,52,,
1912,4513,0,65,44,,
1912,4514,0.04,75,41,,
1912,4515,0.72,70,51,,
1912,4516,0.12,67,47,,
1912,4517,0.04,59,38,,
1912,4518,0.06,61,44,,
1912,4519,0,68,40,,
1912,4520,0.39,60,50,,
1912,4521,0.2,63,45,,
1912,4522,0,72,41,,
1912,4523,0,79,55,,
1912,4524,0,81,55,,
1912,4525,0,82,51,,
1912,4526,0,85,54,,
1912,4527,0,86,62,,
1912,4528,0.1,81,65,,
1912,4529,0,76,57,,
1912,4530,0,80,48,,
1912,4531,0,88,60,,
1912,4532,0.13,77,66,,
1912,4533,0.34,74,59,,
1912,4534,0,68,51,,
1912,4535,0,77,43,,
1912,4536,0,84,49,,
1912,4537,0,70,62,,
1912,4538,0,81,48,,
1912,4539,0,75,55,,
1912,4540,0,80,49,,
1912,4541,0,78,62,,
1912,4542,0,67,42,,
1912,4543,0,69,35,,
1912,4544,0,75,40,,
1912,4545,0,80,44,,
1912,4546,0,84,45,,
1912,4547,0,86,45,,
1912,4548,0,79,61,,
1912,4549,0.18,82,59,,
1912,4550,0,85,61,,
1912,4551,1.2,80,65,,
1912,4552,0.03,75,67,,
1912,4553,0.06,67,55,,
1912,4554,0,68,57,,
1912,4555,0.16,71,48,,
1912,4556,0.03,71,55,,
1912,4557,0,74,46,,
1912,4558,0,78,49,,
1912,4559,0,80,49,,
1912,4560,0,81,51,,
1912,4561,0,86,57,,
1912,4562,0,83,60,,
1912,4563,0,88,62,,
1912,4564,0,86,59,,
1912,4565,0.02,84,65,,
1912,4566,0.18,81,58,,
1912,4567,0.15,84,65,,
1912,4568,0.12,82,65,,
1912,4569,0.04,79,66,,
1912,4570,0,86,63,,
1912,4571,0.04,83,66,,
1912,4572,0.23,84,68,,
1912,4573,0.07,83,67,,
1912,4574,0.7,88,63,,
1912,4575,0.12,82,69,,
1912,4576,0,83,66,,
1912,4577,0,85,63,,
1912,4578,0.07,89,69,,
1912,4579,0.1,90,70,,
1912,4580,0.09,94,69,,
1912,4581,0,79,62,,
1912,4582,0.14,82,66,,
1912,4583,0,84,66,,
1912,4584,0,73,54,,
1912,4585,0,85,60,,
1912,4586,0.43,78,68,,
1912,4587,0,81,66,,
1912,4588,0,86,60,,
1912,4589,0,93,71,,
1912,4590,0,86,66,,
1912,4591,0,76,58,,
1912,4592,0,83,58,,
1912,4593,0,83,56,,
1912,4594,0,83,68,,
1912,4595,0.53,81,53,,
1912,4596,0,76,56,,
1912,4597,0,74,48,,
1912,4598,0.06,73,55,,
1912,4599,0,68,45,,
1912,4600,0,69,43,,
1912,4601,0,74,42,,
1912,4602,0,79,58,,
1912,4603,0.03,76,61,,
1912,4604,0,77,67,,
1912,4605,0.09,75,67,,
1912,4606,0.29,78,62,,
1912,4607,0.05,76,64,,
1912,4608,0.1,86,56,,
1912,4609,0.48,85,66,,
1912,4610,0,81,65,,
1912,4611,0,81,56,,
1912,4612,0.02,78,63,,
1912,4613,0,87,65,,
1912,4614,0,90,69,,
1912,4615,1.58,89,68,,
1912,4616,0.38,79,67,,
1912,4617,0.67,79,70,,
1912,4618,0.14,79,64,,
1912,4619,0,75,59,,
1912,4620,0,84,52,,
1912,4621,0,89,60,,
1912,4622,0.41,86,66,,
1912,4623,0,78,56,,
1912,4624,0.92,85,51,,
1912,4625,0,77,68,,
1912,4626,0,84,60,,
1912,4627,0.02,90,66,,
1912,4628,0,90,70,,
1912,4629,0,89,67,,
1912,4630,0,82,66,,
1912,4631,0,86,62,,
1912,4632,0,89,66,,
1912,4633,0,90,62,,
1912,4634,0,88,64,,
1912,4635,0,88,56,,
1912,4636,0,91,58,,
1912,4637,0,93,58,,
1912,4638,0,84,60,,
1912,4639,0,74,52,,
1912,4640,0,80,47,,
1912,4641,0,84,52,,
1912,4642,0.34,80,69,,
1912,4643,0,75,63,,
1912,4644,0.83,74,52,,
1912,4645,0.05,74,61,,
1912,4646,0,66,48,,
1912,4647,0,77,44,,
1912,4648,0.02,81,49,,
1912,4649,0.86,72,54,,
1912,4650,0,70,43,,
1912,4651,0,65,54,,
1912,4652,0.08,87,55,,
1912,4653,0,67,45,,
1912,4654,0,63,35,,
1912,4655,0,69,37,,
1912,4656,0,59,44,,
1912,4657,0,60,31,,
1912,4658,0,64,32,,
1912,4659,0,70,34,,
1912,4660,0,71,34,,
1912,4661,0,76,46,,
1912,4662,0,80,44,,
1912,4663,0,81,46,,
1912,4664,0,69,51,,
1912,4665,0,60,34,,
1912,4666,0.13,82,57,,
1912,4667,0,75,57,,
1912,4668,0,83,57,,
1912,4669,0.06,75,53,,
1912,4670,0,59,34,,
1912,4671,0,64,31,,
1912,4672,0,65,33,,
1912,4673,0,62,32,,
1912,4674,0,70,32,,
1912,4675,0.77,65,58,,
1912,4676,0,63,43,,
1912,4677,0,60,32,,
1912,4678,0,74,42,,
1912,4679,0.86,68,50,,
1912,4680,0,51,43,,
1912,4681,0,54,30,,
1912,4682,0,61,27,,
1912,4683,0,59,29,,
1912,4684,0,64,28,,
1912,4685,0,70,34,,
1912,4686,0.01,71,43,,
1912,4687,0,68,37,,
1912,4688,0.4,59,37,,
1912,4689,0.09,61,37,,
1912,4690,0,39,30,,
1912,4691,0,45,19,,
1912,4692,0,53,32,,
1912,4693,0,57,40,,
1912,4694,0.22,61,44,,
1912,4695,0,57,45,,
1912,4696,0,57,27,,
1912,4697,0,51,35,,
1912,4698,0,66,37,,
1912,4699,0,71,45,,
1912,4700,0,68,46,,
1912,4701,0.16,64,41,,
1912,4702,0.04,41,34,,
1912,4703,0,41,30,,
1912,4704,0,50,20,,
1912,4705,0,47,22,,
1912,4706,0,53,22,,
1912,4707,0,58,29,,
1912,4708,0,64,29,,
1912,4709,0,61,30,,
1912,4710,0,55,25,,
1912,4711,0.01,48,26,,
1912,4712,0.09,36,27,,
1912,4713,0,36,25,,
1912,4714,0,39,29,,
1912,4715,0,37,22,,
1912,4716,0,35,15,,
1912,4717,0,44,28,,
1912,4718,0,50,18,,
1912,4719,0.08,58,35,,
1912,4720,0.19,58,37,,
1912,4721,0,44,35,,
1912,4722,0,52,30,,
1912,4723,0.3,60,41,,
1912,4724,0,60,28,,
1912,4725,0,37,27,,
1912,4726,0,37,27,,
1912,4727,0,29,13,,
1912,4728,0,40,25,,
1912,4729,0,35,22,,
1912,4730,0,22,7,,
1912,4731,0,40,10,,
1912,4732,0,47,24,,
1912,4733,0,49,30,,
1912,4734,0,45,23,,
1912,4735,0.08,53,35,,
1912,4736,0.22,46,23,,
1912,4737,0,31,20,,
1912,4738,0,40,19,,
1912,4739,0,36,19,,
1912,4740,0,34,11,,
1912,4741,0,33,9,,
1912,4742,0,38,24,,
1912,4743,0,42,23,,
1912,4744,0,43,21,,
1912,4745,0,38,24,,
1912,4746,0,43,20,,
1912,4747,0.32,40,27,,
1912,4748,0.24,40,34,,
1912,4749,0,44,34,,
1913,4750,0,46,20,,
1913,4751,0.57,49,36,,
1913,4752,0.01,39,21,,
1913,4753,0.03,28,8,,
1913,4754,0.27,37,13,,
1913,4755,0.31,48,36,,
1913,4756,1.55,50,33,,
1913,4757,0,50,25,,
1913,4758,0,32,16,,
1913,4759,0.65,37,25,,
1913,4760,0.7,47,35,,
1913,4761,0,42,21,,
1913,4762,0,37,16,,
1913,4763,0,35,20,,
1913,4764,0.17,41,27,,
1913,4765,0.92,50,39,,
1913,4766,0.24,55,50,,
1913,4767,0,53,32,,
1913,4768,0,50,25,,
1913,4769,1.12,59,37,,
1913,4770,0,37,22,,
1913,4771,0.14,38,20,,
1913,4772,0.55,53,34,,
1913,4773,0,43,32,,
1913,4774,0,47,23,,
1913,4775,0,54,31,,
1913,4776,0,47,30,,
1913,4777,0.25,34,25,,
1913,4778,0,33,20,,
1913,4779,0.01,55,31,,
1913,4780,0.15,52,25,,
1913,4781,0,27,2,,
1913,4782,0.04,27,3,,
1913,4783,0.23,32,26,,
1913,4784,0,29,-2,,
1913,4785,0.01,19,-4,,
1913,4786,0,15,-1,,
1913,4787,0,17,2,,
1913,4788,0,29,11,,
1913,4789,0,31,3,,
1913,4790,0,34,6,,
1913,4791,0,35,25,,
1913,4792,0,25,9,,
1913,4793,0,25,-1,,
1913,4794,0,39,10,,
1913,4795,0,48,26,,
1913,4796,0,44,28,,
1913,4797,0,42,25,,
1913,4798,0,51,27,,
1913,4799,0,63,40,,
1913,4800,0,60,34,,
1913,4801,0,52,37,,
1913,4802,0.01,56,35,,
1913,4803,0.02,35,19,,
1913,4804,0.02,27,14,,
1913,4805,0.01,32,13,,
1913,4806,0.45,40,30,,
1913,4807,0.7,46,30,,
1913,4808,0.14,31,26,,
1913,4809,0.04,31,25,,
1913,4810,0,28,6,,
1913,4811,0,46,15,,
1913,4812,0.04,44,29,,
1913,4813,0.1,40,20,,
1913,4814,0,38,15,,
1913,4815,0,28,6,,
1913,4816,0.03,56,25,,
1913,4817,0,59,42,,
1913,4818,0.19,50,33,,
1913,4819,0.04,48,36,,
1913,4820,0,61,27,,
1913,4821,0.63,64,46,,
1913,4822,0,73,53,,
1913,4823,0,64,33,,
1913,4824,0.02,33,23,,
1913,4825,0,41,14,,
1913,4826,0,62,33,,
1913,4827,0,68,36,,
1913,4828,0,70,51,,
1913,4829,0.63,61,31,,
1913,4830,0,40,20,,
1913,4831,0.88,61,29,,
1913,4832,5.3,65,52,,
1913,4833,4.17,59,49,,
1913,4834,0.76,58,34,,
1913,4835,0.04,34,24,,
1913,4836,0,41,22,,
1913,4837,0,59,31,,
1913,4838,0,65,42,,
1913,4839,0.02,59,43,,
1913,4840,0,59,32,,
1913,4841,0.12,68,38,,
1913,4842,1.61,68,59,,
1913,4843,0.02,60,42,,
1913,4844,0,52,36,,
1913,4845,0,50,29,,
1913,4846,0,45,32,,
1913,4847,0.01,49,29,,
1913,4848,0.48,45,37,,
1913,4849,0.64,59,43,,
1913,4850,0,55,43,,
1913,4851,0,47,41,,
1913,4852,0.39,44,39,,
1913,4853,0.05,57,40,,
1913,4854,0,59,34,,
1913,4855,0,69,34,,
1913,4856,0,72,37,,
1913,4857,0,77,49,,
1913,4858,0,69,46,,
1913,4859,0,54,33,,
1913,4860,0,63,29,,
1913,4861,0,78,41,,
1913,4862,0,79,53,,
1913,4863,0,79,51,,
1913,4864,0.18,77,52,,
1913,4865,0.32,54,43,,
1913,4866,0.02,55,37,,
1913,4867,0.23,45,38,,
1913,4868,0,63,40,,
1913,4869,0,70,35,,
1913,4870,0,81,40,,
1913,4871,0,86,43,,
1913,4872,0,83,50,,
1913,4873,0,82,51,,
1913,4874,0,85,55,,
1913,4875,0,72,54,,
1913,4876,0,65,47,,
1913,4877,0,73,36,,
1913,4878,0,66,44,,
1913,4879,0,56,38,,
1913,4880,0,60,29,,
1913,4881,0,71,36,,
1913,4882,0,80,48,,
1913,4883,1.33,80,58,,
1913,4884,0.08,83,61,,
1913,4885,0,80,56,,
1913,4886,0,76,51,,
1913,4887,0,70,50,,
1913,4888,0,68,43,,
1913,4889,0.13,77,49,,
1913,4890,0.1,81,62,,
1913,4891,0,73,52,,
1913,4892,0,61,47,,
1913,4893,0,68,39,,
1913,4894,0.02,69,47,,
1913,4895,0.74,65,54,,
1913,4896,0.25,64,50,,
1913,4897,0,79,44,,
1913,4898,0.02,76,53,,
1913,4899,0,85,61,,
1913,4900,0,82,57,,
1913,4901,0.54,79,63,,
1913,4902,0,77,58,,
1913,4903,0.06,84,52,,
1913,4904,0,72,54,,
1913,4905,0,77,49,,
1913,4906,0.48,88,54,,
1913,4907,0,81,56,,
1913,4908,0,62,43,,
1913,4909,0,63,42,,
1913,4910,0,68,41,,
1913,4911,0,74,39,,
1913,4912,0,79,41,,
1913,4913,0,84,44,,
1913,4914,0,89,48,,
1913,4915,0,90,54,,
1913,4916,0,95,60,,
1913,4917,0.23,90,64,,
1913,4918,0,89,64,,
1913,4919,0.46,92,59,,
1913,4920,0,89,64,,
1913,4921,0.52,84,65,,
1913,4922,0.28,72,60,,
1913,4923,0.45,76,64,,
1913,4924,0.13,82,65,,
1913,4925,0.06,88,66,,
1913,4926,0,89,66,,
1913,4927,0,91,66,,
1913,4928,0,93,67,,
1913,4929,0,94,69,,
1913,4930,0,95,64,,
1913,4931,0.14,91,73,,
1913,4932,0,87,70,,
1913,4933,0,92,67,,
1913,4934,0,91,71,,
1913,4935,0.06,92,72,,
1913,4936,0,86,61,,
1913,4937,0,79,48,,
1913,4938,1.15,88,53,,
1913,4939,0.06,88,64,,
1913,4940,0,78,58,,
1913,4941,0.46,84,55,,
1913,4942,0.03,81,69,,
1913,4943,0,89,65,,
1913,4944,0.87,87,65,,
1913,4945,0.17,89,66,,
1913,4946,0.89,86,64,,
1913,4947,0,89,72,,
1913,4948,0,88,67,,
1913,4949,0,81,64,,
1913,4950,0,78,57,,
1913,4951,0,79,55,,
1913,4952,0,84,53,,
1913,4953,0.03,87,58,,
1913,4954,0.06,79,68,,
1913,4955,0,79,51,,
1913,4956,0,87,55,,
1913,4957,0.35,91,69,,
1913,4958,0,92,66,,
1913,4959,0,94,68,,
1913,4960,0,96,66,,
1913,4961,0.28,97,64,,
1913,4962,0,83,68,,
1913,4963,0,85,55,,
1913,4964,0,89,57,,
1913,4965,0,82,65,,
1913,4966,0,84,50,,
1913,4967,0.04,82,59,,
1913,4968,0,87,63,,
1913,4969,0.42,87,65,,
1913,4970,0,94,72,,
1913,4971,0,85,67,,
1913,4972,0.67,82,69,,
1913,4973,0.44,87,66,,
1913,4974,0,86,70,,
1913,4975,0.05,82,70,,
1913,4976,0,90,65,,
1913,4977,0.42,90,68,,
1913,4978,0.06,92,68,,
1913,4979,0.01,92,69,,
